Excell_order,remark,accession_L,segment_L,accession_S,segment_S,IV_passages,host,country,admin1,location,latitude-old,longitude-old,latitude,longitude,is_same,precision,source,reference,comment_1,comment_2,duplicate_excluded,non_suitable_strain_excluded,kept_in_L_aln,kept_in_S_aln
1071,,,,MK107979,LASV_NGA_2015_IRR_004_NGA-Bauchi_Bauchi_Hs_2015-01-18,,,NGA,Bauchi,Bauchi,10.314159,9.846282,10.314159,9.846282,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1072,Modified: MK107980 (GPC. 0:14),,,MK107980,LASV_NGA_2015_IRR_013_NGA-Bauchi_Dass_Hs_2015-12-17,,,NGA,Bauchi,Dass,9.99934,9.51518,9.99934,9.51518,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1073,,,,MK107981,LASV_NGA_2015_IRR_005_NGA-Kaduna_Zaria_Hs_2015-01-28,,,NGA,Kaduna,Zaria,11.08477,7.68839,11.08477,7.68839,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1074,,,,MK107982,LASV_NGA_2015_IRR_003_NGA-Plateau_Vom_Hs_2015-01-12,,,NGA,Plateau,Vom,9.737692,8.808975,9.737692,8.808975,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1075,,MK117826,LASV_NGA_2014_IRR_001_NGA-Edo_NA_Hs_2014-01-25,MK117846,LASV_NGA_2014_IRR_001_NGA-Edo_NA_Hs_2014-01-25,,,NGA,Edo,NA,6.75,6.221953,6.75,6.221953,,admin-1,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,Isth coordinates,,0,0,,
1076,,MK117827,LASV_NGA_2016_IRR_001_NGA-Edo_NA_Hs_2016-01-04,MK117847,LASV_NGA_2016_IRR_001_NGA-Edo_NA_Hs_2016-01-04,,,NGA,Edo,NA,6.75,6.221953,6.75,6.221953,,admin-1,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,Isth coordinates,,0,0,,
1077,,MK117828,LASV_NGA_2016_IRR_002_NGA-Edo_NA_Hs_2016-02-15,MK117848,LASV_NGA_2016_IRR_002_NGA-Edo_NA_Hs_2016-02-15,,,NGA,Edo,NA,6.75,6.221953,6.75,6.221953,,admin-1,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,Isth coordinates,,0,0,,
1078,,MK117829,LASV_NGA_2017_IRR_001_NGA-Nassarawa_NA_Hs_2017-01-24,MK117849,LASV_NGA_2017_IRR_001_NGA-Nassarawa_NA_Hs_2017-01-24,,,NGA,Nassarawa,NA,8.49575,8.52155,8.49575,8.52155,,admin-1,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,Nasarawa coordinates,,0,0,,
1079,L suppressed from RRW analysis following temporal signal analysis,MK117830,LASV_NGA_2017_IRR_003_NGA-Edo_NA_Hs_2017-04-03,MK117850,LASV_NGA_2017_IRR_003_NGA-Edo_NA_Hs_2017-04-03,,,NGA,Edo,NA,6.75,6.221953,6.75,6.221953,,admin-1,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,Isth coordinates,,0,0,,
1080,,MK117831,LASV_NGA_2017_IRR_004_NGA-Edo_Uzairue_Hs_2017,MK117851,LASV_NGA_2017_IRR_004_NGA-Edo_Uzairue_Hs_2017,,,NGA,Edo,Uzairue,7.088383,6.290372,7.088383,6.290372,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1081,,,,MK117948,LASV_NGA_2017_IRR_005_NGA-Edo_Okeluse_Hs_2017-01-16,,,NGA,Ondo,Okeluse,6.784077,5.589279,6.784077,5.589279,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1082,,MK117866,LASV_NGA_2017_IRR_006_NGA-Ondo_Owo_Hs_2017-01-19,MK117949,LASV_NGA_2017_IRR_006_NGA-Ondo_Owo_Hs_2017-01-19,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1083,(Z protein suppressed by Raphaelle) - OK ??,MK117867,LASV_NGA_2017_IRR_008_NGA-Ebonyi_EzzaNorth_Hs_2017-02-02,MK117950,LASV_NGA_2017_IRR_008_NGA-Ebonyi_EzzaNorth_Hs_2017-02-02,,,NGA,Ebonyi,EzzaNorth,,,,,,admin-2,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1084,,MK117868,LASV_NGA_2017_IRR_014_NGA-Ondo_Owo_Hs_2017-04-28,MK117951,LASV_NGA_2017_IRR_014_NGA-Ondo_Owo_Hs_2017-04-28,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1085,,MK117869,LASV_NGA_2018_IRR_001_NGA-Bauchi_LimanKatagum_Hs_2018-01-02,MK117952,LASV_NGA_2018_IRR_001_NGA-Bauchi_LimanKatagum_Hs_2018-01-02,,,NGA,Bauchi,LimanKatagum,10.093735,9.767931,10.093735,9.767931,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1086,Modified: MK117953 (NP. 0:569) . L segment excluded. low quality,MK117870,LASV_NGA_2018_IRR_002_NGA-Edo_Ogwa_Hs_2018-01-07,MK117953,LASV_NGA_2018_IRR_002_NGA-Edo_Ogwa_Hs_2018-01-07,,,NGA,Edo,Ogwa,6.505376,6.207318,6.505376,6.207318,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,0,
1087,L segment excluded. low quality,MK117871,LASV_NGA_2018_IRR_003_NGA-Ondo_Owo_Hs_2018-01-07,MK117954,LASV_NGA_2018_IRR_003_NGA-Ondo_Owo_Hs_2018-01-07,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,0,
1088,,MK117872,LASV_NGA_2018_IRR_005_NGA-Edo_OwanWest_Hs_2018-01-09,MK117955,LASV_NGA_2018_IRR_005_NGA-Edo_OwanWest_Hs_2018-01-09,,,NGA,Edo,OwanWest,,,,,,admin-2,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1089,,MK117873,LASV_NGA_2018_IRR_006_NGA-Edo_Auchi_Hs_2018-01-09,MK117956,LASV_NGA_2018_IRR_006_NGA-Edo_Auchi_Hs_2018-01-09,,,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1090,,MK117875,LASV_NGA_2018_IRR_008_NGA-Ondo_IjebuOwo_Hs_2018-01-11,MK117957,LASV_NGA_2018_IRR_008_NGA-Ondo_IjebuOwo_Hs_2018-01-11,,,NGA,Ondo,IjebuOwo,7.182869,5.581471,7.182869,5.581471,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1091,,MK117876,LASV_NGA_2018_IRR_009_NGA-Anambra_AnambraWest_Hs_2018-01-13,MK117958,LASV_NGA_2018_IRR_009_NGA-Anambra_AnambraWest_Hs_2018-01-13,,,NGA,Anambra,AnambraWest,,,,,,admin-2,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1092,,MK117877,LASV_NGA_2018_IRR_010_NGA-Ondo_Owo_Hs_2018-01-12,MK117959,LASV_NGA_2018_IRR_010_NGA-Ondo_Owo_Hs_2018-01-12,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1093,,MK117878,LASV_NGA_2018_IRR_011_NGA-Ebonyi_Amauro_Hs_2018-01-13,MK117960,LASV_NGA_2018_IRR_011_NGA-Ebonyi_Amauro_Hs_2018-01-13,,,NGA,Ebonyi,Amauro,5.967,7.867,5.967,7.867,,city_geographic.org,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1094,,MK117879,LASV_NGA_2018_IRR_013_NGA-Imo_Obowo_Hs_2018-01-13,MK117961,LASV_NGA_2018_IRR_013_NGA-Imo_Obowo_Hs_2018-01-13,,,NGA,Imo,Obowo,,,,,,admin-2,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1095,,MK117880,LASV_NGA_2018_IRR_014_NGA-Ondo_Owo_Hs_2018-01-15,MK117962,LASV_NGA_2018_IRR_014_NGA-Ondo_Owo_Hs_2018-01-15,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1096,,MK117881,LASV_NGA_2018_IRR_015_NGA-Ondo_Owo_Hs_2018-01-16,MK117963,LASV_NGA_2018_IRR_015_NGA-Ondo_Owo_Hs_2018-01-16,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1097,,MK117882,LASV_NGA_2018_IRR_017_NGA-Ondo_Owo_Hs_2018-01-15,MK117964,LASV_NGA_2018_IRR_017_NGA-Ondo_Owo_Hs_2018-01-15,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1098,,MK117883,LASV_NGA_2018_IRR_019_NGA-Ondo_Owo_Hs_2018-01-17,MK117965,LASV_NGA_2018_IRR_019_NGA-Ondo_Owo_Hs_2018-01-17,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1099,,MK117884,LASV_NGA_2018_IRR_020_NGA-Ondo_Owo_Hs_2018-01-17,MK117966,LASV_NGA_2018_IRR_020_NGA-Ondo_Owo_Hs_2018-01-17,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1100,,MK117885,LASV_NGA_2018_IRR_021_NGA-Nassarawa_Keffi_Hs_2018-01-18,MK117967,LASV_NGA_2018_IRR_021_NGA-Nassarawa_Keffi_Hs_2018-01-18,,,NGA,Nassarawa,Keffi,8.84538,7.87839,8.84538,7.87839,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1101,,MK117886,LASV_NGA_2018_IRR_022_NGA-Kogi_Lokoja_Hs_2018-01-17,MK117968,LASV_NGA_2018_IRR_022_NGA-Kogi_Lokoja_Hs_2018-01-17,,,NGA,Kogi,Lokoja,7.80207,6.74365,7.80207,6.74365,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1102,,MK117887,LASV_NGA_2018_IRR_023_NGA-Edo_Uzebba_Hs_2018-01-18,MK117969,LASV_NGA_2018_IRR_023_NGA-Edo_Uzebba_Hs_2018-01-18,,,NGA,Edo,Uzebba,6.997077,5.904454,6.997077,5.904454,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1103,,MK117888,LASV_NGA_2018_IRR_024_NGA-Edo_Agenegbode_Hs_2018-01-19,MK117970,LASV_NGA_2018_IRR_024_NGA-Edo_Agenegbode_Hs_2018-01-19,,,NGA,Edo,Agenegbode,7.098654,6.678859,7.098654,6.678859,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1104,,MK117889,LASV_NGA_2018_IRR_025_NGA-Imo_Orlu_Hs_2018-01-19,MK117971,LASV_NGA_2018_IRR_025_NGA-Imo_Orlu_Hs_2018-01-19,,,NGA,Imo,Orlu,5.79449,7.03589,5.79449,7.03589,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1105,,MK117890,LASV_NGA_2018_IRR_031_NGA-Edo_Uromi_Hs_2018-01-24,MK117972,LASV_NGA_2018_IRR_031_NGA-Edo_Uromi_Hs_2018-01-24,,,NGA,Edo,Uromi,6.712259,6.329005,6.712259,6.329005,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1106,,MK117891,LASV_NGA_2018_IRR_033_NGA-Edo_Jattu_Hs_2018-01-25,MK117973,LASV_NGA_2018_IRR_033_NGA-Edo_Jattu_Hs_2018-01-25,,,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1107,,MK117892,LASV_NGA_2018_IRR_034_NGA-Ebonyi_Iboko_Hs_2018-01-25,MK117974,LASV_NGA_2018_IRR_034_NGA-Ebonyi_Iboko_Hs_2018-01-25,,,NGA,Ebonyi,Iboko,6.556183,8.303293,6.556183,8.303293,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1108,,MK117893,LASV_NGA_2018_IRR_035_NGA-Ebonyi_Okposi-Okwa_Hs_2018-01-23,MK117975,LASV_NGA_2018_IRR_035_NGA-Ebonyi_Okposi-Okwa_Hs_2018-01-23,,,NGA,Ebonyi,Okposi-Okwa,6.032415,7.850118,6.032415,7.850118,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1109,,MK117894,LASV_NGA_2018_IRR_036_NGA-Edo_Ekpoma_Hs_2018-01-26,MK117976,LASV_NGA_2018_IRR_036_NGA-Edo_Ekpoma_Hs_2018-01-26,,,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1110,,MK117895,LASV_NGA_2018_IRR_037_NGA-Edo_Ubiaja_Hs_2018-01-26,MK117977,LASV_NGA_2018_IRR_037_NGA-Edo_Ubiaja_Hs_2018-01-26,,,NGA,Edo,Ubiaja,6.659722,6.382222,6.659722,6.382222,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1111,,,,MK117978,LASV_NGA_2018_IRR_038_NGA-Ondo_Akure_Hs_2018-01-26,,,NGA,Ondo,Akure,7.25,5.195,7.25,5.195,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1112,,MK117896,LASV_NGA_2018_IRR_042_NGA-Anambra_Nzam_Hs_2018-01-29,MK117979,LASV_NGA_2018_IRR_042_NGA-Anambra_Nzam_Hs_2018-01-29,,,NGA,Anambra,Nzam,6.452245,6.728375,6.452245,6.728375,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1113,,MK117897,LASV_NGA_2018_IRR_044_NGA-Ebonyi_AgbajaAzumili_Hs_2018-01-30,MK117980,LASV_NGA_2018_IRR_044_NGA-Ebonyi_AgbajaAzumili_Hs_2018-01-30,,,NGA,Ebonyi,AgbajaAzumili,6.340038,8.129261,6.340038,8.129261,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1114,,,,MK117981,LASV_NGA_2018_IRR_045_NGA-Taraba_Jalingo_Hs_2018-02-04,,,NGA,Taraba,Jalingo,8.89369,11.35765,8.89369,11.35765,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1115,,MK117898,LASV_NGA_2018_IRR_046_NGA-Edo_Ekpoma_Hs_2018-02-05,MK117982,LASV_NGA_2018_IRR_046_NGA-Edo_Ekpoma_Hs_2018-02-05,,,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1116,,MK117899,LASV_NGA_2018_IRR_047_NGA-Ondo_Owo_Hs_2018-02-05,MK117983,LASV_NGA_2018_IRR_047_NGA-Ondo_Owo_Hs_2018-02-05,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1117,,MK117900,LASV_NGA_2018_IRR_048_NGA-Ondo_Owo_Hs_2018-02-04,MK117984,LASV_NGA_2018_IRR_048_NGA-Ondo_Owo_Hs_2018-02-04,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1118,,MK117901,LASV_NGA_2018_IRR_050_NGA-Ondo_Ifon_Hs_2018-02-05,MK117985,LASV_NGA_2018_IRR_050_NGA-Ondo_Ifon_Hs_2018-02-05,,,NGA,Ondo,Ifon,6.926767,5.773787,6.926767,5.773787,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1119,,MK117902,LASV_NGA_2018_IRR_051_NGA-Edo_Uromi_Hs_2018-02-06,MK117986,LASV_NGA_2018_IRR_051_NGA-Edo_Uromi_Hs_2018-02-06,,,NGA,Edo,Uromi,6.712259,6.329005,6.712259,6.329005,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1120,,MK117903,LASV_NGA_2018_IRR_052_NGA-Ondo_Owo_Hs_2018-02-07,MK117987,LASV_NGA_2018_IRR_052_NGA-Ondo_Owo_Hs_2018-02-07,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1121,,MK117904,LASV_NGA_2018_IRR_053_NGA-Edo_Uromi_Hs_2018-02-08,MK117988,LASV_NGA_2018_IRR_053_NGA-Edo_Uromi_Hs_2018-02-08,,,NGA,Edo,Uromi,6.712259,6.329005,6.712259,6.329005,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1122,L segment excluded. low quality,MK117905,LASV_NGA_2018_IRR_054_NGA-Bauchi_Kufai_Hs_2018-02-04,MK117989,LASV_NGA_2018_IRR_054_NGA-Bauchi_Kufai_Hs_2018-02-04,,,NGA,Bauchi,Kufai,9.983,9.233,9.983,9.233,,city_getamap.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,0,
1123,,MK117906,LASV_NGA_2018_IRR_056_NGA-Ondo_Owo_Hs_2018-02-09,MK117990,LASV_NGA_2018_IRR_056_NGA-Ondo_Owo_Hs_2018-02-09,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1124,,MK117907,LASV_NGA_2018_IRR_057_NGA-Ondo_Owo_Hs_2018-02-09,MK117991,LASV_NGA_2018_IRR_057_NGA-Ondo_Owo_Hs_2018-02-09,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1125,,MK117909,LASV_NGA_2018_IRR_060_NGA-Ebonyi_Isiama_Hs_2018-02-03,MK117992,LASV_NGA_2018_IRR_060_NGA-Ebonyi_Isiama_Hs_2018-02-03,,,NGA,Ebonyi,Isiama,6.065463,7.81309,6.065463,7.81309,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1126,,MK117910,LASV_NGA_2018_IRR_061_NGA-Ebonyi_Abakaliki_Hs_2018-02-07,MK117993,LASV_NGA_2018_IRR_061_NGA-Ebonyi_Abakaliki_Hs_2018-02-07,,,NGA,Ebonyi,Abakaliki,6.333333,8.1,6.333333,8.1,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1127,,MK117911,LASV_NGA_2018_IRR_063_NGA-Ebonyi_Amogwe_Hs_2018-02-07,MK117994,LASV_NGA_2018_IRR_063_NGA-Ebonyi_Amogwe_Hs_2018-02-07,,,NGA,Ebonyi,Amogwe,6.1878,8.1189,6.1878,8.1189,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1128,,,,MK117995,LASV_NGA_2018_IRR_064_NGA-Ebonyi_Abakaliki_Hs_2018-02-03,,,NGA,Ebonyi,Abakaliki,6.333333,8.1,6.333333,8.1,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1129,,MK117912,LASV_NGA_2018_IRR_065_NGA-Ebonyi_Abakaliki_Hs_2018-02-10,MK117996,LASV_NGA_2018_IRR_065_NGA-Ebonyi_Abakaliki_Hs_2018-02-10,,,NGA,Ebonyi,Abakaliki,6.333333,8.1,6.333333,8.1,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1130,,MK117913,LASV_NGA_2018_IRR_066_NGA-Edo_Auchi_Hs_2018-02-10,MK117997,LASV_NGA_2018_IRR_066_NGA-Edo_Auchi_Hs_2018-02-10,,,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1131,,MK117914,LASV_NGA_2018_IRR_071_NGA-Ondo_Ifon_Hs_2018-02-11,MK117998,LASV_NGA_2018_IRR_071_NGA-Ondo_Ifon_Hs_2018-02-11,,,NGA,Ondo,Ifon,6.926767,5.773787,6.926767,5.773787,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1132,,MK117915,LASV_NGA_2018_IRR_072_NGA-Ondo_Owo_Hs_2018-02-12,MK117999,LASV_NGA_2018_IRR_072_NGA-Ondo_Owo_Hs_2018-02-12,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1133,,MK117916,LASV_NGA_2018_IRR_073_NGA-Anambra_Ode-Nzam_Hs_2018-02-12,MK118000,LASV_NGA_2018_IRR_073_NGA-Anambra_Ode-Nzam_Hs_2018-02-12,,,NGA,Anambra,Ode-Nzam,6.452608,6.726605,6.452608,6.726605,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1134,,MK117917,LASV_NGA_2018_IRR_074_NGA-Edo_Sobe_Hs_2018-02-12,MK118001,LASV_NGA_2018_IRR_074_NGA-Edo_Sobe_Hs_2018-02-12,,,NGA,Edo,Sobe,6.850844,5.777564,6.850844,5.777564,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1135,,MK117918,LASV_NGA_2018_IRR_075_NGA-Edo_BeninCity_Hs_2018-02-12,MK118002,LASV_NGA_2018_IRR_075_NGA-Edo_BeninCity_Hs_2018-02-12,,,NGA,Edo,BeninCity,6.333333,5.622222,6.333333,5.622222,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1136,L segment excluded. low quality,MK117919,LASV_NGA_2018_IRR_077_NGA-Edo_Ubunmwonde_Hs_2018-02-12,MK118003,LASV_NGA_2018_IRR_077_NGA-Edo_Ubunmwonde_Hs_2018-02-12,,,NGA,Edo,Ubunmwonde,6.479748,5.898933,6.479748,5.898933,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,0,
1137,,,,MK118004,LASV_NGA_2018_IRR_078_NGA-Edo_Auchi_Hs_2018-02-12,,,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1138,,,,MK118005,LASV_NGA_2018_IRR_079_NGA-Edo_Uromi_Hs_2018-02-12,,,NGA,Edo,Uromi,6.712259,6.329005,6.712259,6.329005,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1139,,,,MK118006,LASV_NGA_2018_IRR_080_NGA-Edo_Ekpoma_Hs_2018-02-13,,,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1140,,MK117920,LASV_NGA_2018_IRR_082_NGA-Ondo_Owo_Hs_2018-02-13,MK118007,LASV_NGA_2018_IRR_082_NGA-Ondo_Owo_Hs_2018-02-13,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1141,Modified: IRR_083 (NP. 69-74),MK117921,LASV_NGA_2018_IRR_083_NGA-Ondo_Owo_Hs_2018-02-13,MK118008,LASV_NGA_2018_IRR_083_NGA-Ondo_Owo_Hs_2018-02-13,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1142,,MK117922,LASV_NGA_2018_IRR_084_NGA-Ondo_Owo_Hs_2018-02-13,MK118009,LASV_NGA_2018_IRR_084_NGA-Ondo_Owo_Hs_2018-02-13,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1143,,MK117923,LASV_NGA_2018_IRR_085_NGA-Edo_Sabongida-Ora_Hs_2018-02-14,MK118010,LASV_NGA_2018_IRR_085_NGA-Edo_Sabongida-Ora_Hs_2018-02-14,,,NGA,Edo,Sabongida-Ora,6.947775,5.91429,6.947775,5.91429,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1144,,MK117924,LASV_NGA_2018_IRR_086_NGA-Bauchi_Wandi_Hs_2018-02-08,MK118011,LASV_NGA_2018_IRR_086_NGA-Bauchi_Wandi_Hs_2018-02-08,,,NGA,Bauchi,Wandi,9.960813,9.502202,9.960813,9.502202,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1145,,,,MK118012,LASV_NGA_2018_IRR_089_NGA-Edo_Uzebba_Hs_2018-02-15,,,NGA,Edo,Uzebba,6.997077,5.904454,6.997077,5.904454,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1146,,MK117926,LASV_NGA_2018_IRR_091_NGA-Edo_Afowa_Hs_2018-02-15,MK118013,LASV_NGA_2018_IRR_091_NGA-Edo_Afowa_Hs_2018-02-15,,,NGA,Edo,Afowa,7.113571,6.327094,7.113571,6.327094,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1147,,MK117927,LASV_NGA_2018_IRR_092_NGA-Ondo_Owo_Hs_2018-02-15,MK118014,LASV_NGA_2018_IRR_092_NGA-Ondo_Owo_Hs_2018-02-15,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1148,,,,MK118015,LASV_NGA_2018_IRR_093_NGA-Ondo_Owo_Hs_2018-02-15,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
